X,Y,Z
-1.504649,0.0317737,-3.190588
-1.505585,0.0317737,-3.190083
-1.504649,0.007996758,-3.190588
-1.503591,0.01063864,-3.190696
-1.503591,0.007996758,-3.190696
-1.504649,0.01063864,-3.190588
-1.503591,0.01328052,-3.190696
-1.504649,0.01328052,-3.190588
-1.503591,0.01592241,-3.190696
-1.504649,0.01592241,-3.190588
-1.503591,0.01856429,-3.190696
-1.504649,0.01856429,-3.190588
-1.503591,0.02120617,-3.190696
-1.504649,0.02120617,-3.190588
-1.503591,0.02384806,-3.190696
-1.504649,0.02384806,-3.190588
-1.503591,0.02648994,-3.190696
-1.504649,0.02648994,-3.190588
-1.503591,0.02913182,-3.190696
-1.504649,0.02913182,-3.190588
-1.503591,0.0317737,-3.190696
-1.504649,0.0317737,-3.190588
-1.503591,0.007996758,-3.190696
-1.502573,0.01063864,-3.190391
-1.502573,0.007996758,-3.190391
-1.503591,0.01063864,-3.190696
-1.502573,0.01328052,-3.190391
-1.503591,0.01328052,-3.190696
-1.502573,0.01592241,-3.190391
-1.503591,0.01592241,-3.190696
-1.502573,0.01856429,-3.190391
-1.503591,0.01856429,-3.190696
-1.502573,0.02120617,-3.190391
-1.503591,0.02120617,-3.190696
-1.502573,0.02384806,-3.190391
-1.503591,0.02384806,-3.190696
-1.502573,0.02648994,-3.190391
-1.503591,0.02648994,-3.190696
-1.502573,0.02913182,-3.190391
-1.503591,0.02913182,-3.190696
-1.502573,0.0317737,-3.190391
-1.503591,0.0317737,-3.190696
-1.502573,0.007996758,-3.190391
-1.501748,0.01063864,-3.189719
-1.501748,0.007996758,-3.189719
-1.502573,0.01063864,-3.190391
-1.501748,0.01328052,-3.189719
-1.502573,0.01328052,-3.190391
-1.501748,0.01592241,-3.189719
-1.502573,0.01592241,-3.190391
-1.501748,0.01856429,-3.189719
-1.502573,0.01856429,-3.190391
-1.501748,0.02120617,-3.189719
-1.502573,0.02120617,-3.190391
-1.501748,0.02384806,-3.189719
-1.502573,0.02384806,-3.190391
-1.501748,0.02648994,-3.189719
-1.502573,0.02648994,-3.190391
-1.501748,0.02913182,-3.189719
-1.502573,0.02913182,-3.190391
-1.501748,0.0317737,-3.189719
-1.502573,0.0317737,-3.190391
-1.501748,0.007996758,-3.189719
-1.501243,0.01063864,-3.188784
-1.501243,0.007996758,-3.188784
-1.501748,0.01063864,-3.189719
-1.501243,0.01328052,-3.188784
-1.501748,0.01328052,-3.189719
-1.501243,0.01592241,-3.188784
-1.501748,0.01592241,-3.189719
-1.501243,0.01856429,-3.188784
-1.501748,0.01856429,-3.189719
-1.501243,0.02120617,-3.188784
-1.501748,0.02120617,-3.189719
-1.501243,0.02384806,-3.188784
-1.501748,0.02384806,-3.189719
-1.501243,0.02648994,-3.188784
-1.501748,0.02648994,-3.189719
-1.501243,0.02913182,-3.188784
-1.501748,0.02913182,-3.189719
-1.501243,0.0317737,-3.188784
-1.501748,0.0317737,-3.189719
-1.501243,0.007996758,-3.188784
-1.501135,0.01063864,-3.187726
-1.501135,0.007996758,-3.187726
-1.501243,0.01063864,-3.188784
-1.501135,0.01328052,-3.187726
-1.501243,0.01328052,-3.188784
-1.501135,0.01592241,-3.187726
-1.501243,0.01592241,-3.188784
-1.501135,0.01856429,-3.187726
-1.501243,0.01856429,-3.188784
-1.501135,0.02120617,-3.187726
-1.501243,0.02120617,-3.188784
-1.501135,0.02384806,-3.187726
-1.501243,0.02384806,-3.188784
-1.501135,0.02648994,-3.187726
-1.501243,0.02648994,-3.188784
-1.501135,0.02913182,-3.187726
-1.501243,0.02913182,-3.188784
-1.501135,0.0317737,-3.187726
-1.501243,0.0317737,-3.188784
-1.501135,0.007996758,-3.187726
-1.50144,0.01063864,-3.186707
-1.50144,0.007996758,-3.186707
-1.501135,0.01063864,-3.187726
-1.50144,0.01328052,-3.186707
-1.501135,0.01328052,-3.187726
-1.50144,0.01592241,-3.186707
-1.501135,0.01592241,-3.187726
-1.50144,0.01856429,-3.186707
-1.501135,0.01856429,-3.187726
-1.50144,0.02120617,-3.186707
-1.501135,0.02120617,-3.187726
-1.50144,0.02384806,-3.186707
-1.501135,0.02384806,-3.187726
-1.50144,0.02648994,-3.186707
-1.501135,0.02648994,-3.187726
-1.50144,0.02913182,-3.186707
-1.501135,0.02913182,-3.187726
-1.50144,0.0317737,-3.186707
-1.501135,0.0317737,-3.187726
-1.50144,0.007996758,-3.186707
-1.502111,0.01063864,-3.185883
-1.502111,0.007996758,-3.185883
-1.50144,0.01063864,-3.186707
-1.502111,0.01328052,-3.185883
-1.50144,0.01328052,-3.186707
-1.502111,0.01592241,-3.185883
-1.50144,0.01592241,-3.186707
-1.502111,0.01856429,-3.185883
-1.50144,0.01856429,-3.186707
-1.502111,0.02120617,-3.185883
-1.50144,0.02120617,-3.186707
-1.502111,0.02384806,-3.185883
-1.50144,0.02384806,-3.186707
-1.502111,0.02648994,-3.185883
-1.50144,0.02648994,-3.186707
-1.502111,0.02913182,-3.185883
-1.50144,0.02913182,-3.186707
-1.502111,0.0317737,-3.185883
-1.50144,0.0317737,-3.186707
-1.502111,0.007996758,-3.185883
-1.503047,0.01063864,-3.185378
-1.503047,0.007996758,-3.185378
-1.502111,0.01063864,-3.185883
-1.503047,0.01328052,-3.185378
-1.502111,0.01328052,-3.185883
-1.503047,0.01592241,-3.185378
-1.502111,0.01592241,-3.185883
-1.503047,0.01856429,-3.185378
-1.502111,0.01856429,-3.185883
-1.503047,0.02120617,-3.185378
-1.502111,0.02120617,-3.185883
-1.503047,0.02384806,-3.185378
-1.502111,0.02384806,-3.185883
-1.503047,0.02648994,-3.185378
-1.502111,0.02648994,-3.185883
-1.503047,0.02913182,-3.185378
-1.502111,0.02913182,-3.185883
-1.503047,0.0317737,-3.185378
-1.502111,0.0317737,-3.185883
-1.503047,0.007996758,-3.185378
-1.504105,0.01063864,-3.18527
-1.504105,0.007996758,-3.18527
-1.503047,0.01063864,-3.185378
-1.504105,0.01328052,-3.18527
-1.503047,0.01328052,-3.185378
-1.504105,0.01592241,-3.18527
-1.503047,0.01592241,-3.185378
-1.504105,0.01856429,-3.18527
-1.503047,0.01856429,-3.185378
-1.504105,0.02120617,-3.18527
-1.503047,0.02120617,-3.185378
-1.504105,0.02384806,-3.18527
-1.503047,0.02384806,-3.185378
-1.504105,0.02648994,-3.18527
-1.503047,0.02648994,-3.185378
-1.504105,0.02913182,-3.18527
-1.503047,0.02913182,-3.185378
-1.504105,0.0317737,-3.18527
-1.503047,0.0317737,-3.185378
-1.504105,0.007996758,-3.18527
-1.505123,0.01063864,-3.185575
-1.505123,0.007996758,-3.185575
-1.504105,0.01063864,-3.18527
-1.505123,0.01328052,-3.185575
-1.504105,0.01328052,-3.18527
-1.505123,0.01592241,-3.185575
-1.504105,0.01592241,-3.18527
-1.505123,0.01856429,-3.185575
-1.504105,0.01856429,-3.18527
-1.505123,0.02120617,-3.185575
-1.504105,0.02120617,-3.18527
-1.505123,0.02384806,-3.185575
-1.504105,0.02384806,-3.18527
-1.505123,0.02648994,-3.185575
-1.504105,0.02648994,-3.18527
-1.505123,0.02913182,-3.185575
-1.504105,0.02913182,-3.18527
-1.505123,0.0317737,-3.185575
-1.504105,0.0317737,-3.18527
-1.505123,0.007996758,-3.185575
-1.505948,0.01063864,-3.186246
-1.505948,0.007996758,-3.186246
-1.505123,0.01063864,-3.185575
-1.505948,0.01328052,-3.186246
-1.505123,0.01328052,-3.185575
-1.505948,0.01592241,-3.186246
-1.505123,0.01592241,-3.185575
-1.505948,0.01856429,-3.186246
-1.505123,0.01856429,-3.185575
-1.505948,0.02120617,-3.186246
-1.505123,0.02120617,-3.185575
-1.505948,0.02384806,-3.186246
-1.505123,0.02384806,-3.185575
-1.505948,0.02648994,-3.186246
-1.505123,0.02648994,-3.185575
-1.505948,0.02913182,-3.186246
-1.505123,0.02913182,-3.185575
-1.505948,0.0317737,-3.186246
-1.505123,0.0317737,-3.185575
-1.504105,0.0317737,-3.18527
-1.503047,0.0317737,-3.185378
-1.502111,0.0317737,-3.185883
-1.505123,0.0317737,-3.185575
-1.50144,0.0317737,-3.186707
-1.505948,0.0317737,-3.186246
-1.501135,0.0317737,-3.187726
-1.506453,0.0317737,-3.187182
-1.501243,0.0317737,-3.188784
-1.506561,0.0317737,-3.18824
-1.501748,0.0317737,-3.189719
-1.506256,0.0317737,-3.189258
-1.502573,0.0317737,-3.190391
-1.505585,0.0317737,-3.190083
-1.503591,0.0317737,-3.190696
-1.504649,0.0317737,-3.190588
